sh601778	 N晶科
sz002401	 中远海科
sz002075	 沙钢股份
sz000826	 启迪环境
sz300592	 华凯创意
sz300485	 赛升药业
sz300032	 金龙机电
sz300029	 天龙光电
sz002679	 福建金森
sz002198	 嘉应制药
sz300183	 东软载波
sz002884	 凌霄泵业
sz002225	 濮耐股份
sz002168	 惠程科技
sz002142	 宁波银行
sz300679	 电连技术
sz002883	 中设股份
sz300211	 亿通科技
sz002811	 郑中设计
sz002681	 *ST奋达
sz002504	 弘高创意
sz002228	 合兴包装
sz000829	 天音控股
sz300795	 米奥会展
sz300349	 金卡智能
sz300107	 建新股份
sz002911	 佛燃能源
sz002758	 华通医药
sz000953	 *ST河化
sz002925	 盈趣科技
sz300717	 华信新材
sz300626	 华瑞股份
sz300209	 天泽信息
sz300014	 亿纬锂能
sz002160	 常铝股份
sz000920	 南方汇通
sz300534	 陇神戎发
sz300530	 达志科技
sz002599	 盛通股份
sz002164	 宁波东力
sz000902	 新洋丰
sz300772	 运达股份
sz300766	 每日互动
sz300162	 雷曼光电
sz000957	 中通客车
sz300126	 锐奇股份
sz000561	 烽火电子
sz300354	 东华测试
sz300250	 初灵信息
sz300241	 瑞丰光电
sz300205	 天喻信息
sz002217	 合力泰
sz300225	 金力泰
sz000555	 神州信息
sz300007	 汉威科技
sz002113	 *ST天润
sz002012	 凯恩股份
sz300558	 贝达药业
sz300311	 任子行
sz002236	 大华股份
sz000012	 南  玻Ａ
sz300055	 万邦达
sz002657	 中科金财
sz002415	 海康威视
sz000541	 佛山照明
sz300073	 当升科技
sz000909	 数源科技
sz300451	 创业慧康
sz002851	 麦格米特
sz300818	 耐普矿机
sz300769	 德方纳米
sz300701	 森霸传感
sz300694	 蠡湖股份
sz300514	 友讯达
sz002438	 江苏神通
sz000983	 西山煤电
sz000415	 渤海租赁
sz300269	 联建光电
sz300184	 力源信息
sz002106	 莱宝高科
sz300675	 建科院
sz300105	 龙源技术
sz002511	 中顺洁柔
sz002019	 亿帆医药
sz000985	 大庆华科
sz300390	 天华超净
sz002590	 万安科技
sz002288	 超华科技
sz000988	 华工科技
sz000701	 厦门信达
sz300290	 荣科科技
sz002922	 伊戈尔
sz002629	 *ST仁智
sz002034	 旺能环境
sz300237	 美晨生态
sz300124	 汇川技术
sz002238	 天威视讯
sz000809	 铁岭新城
sz300491	 通合科技
sz300108	 吉药控股
sz002607	 中公教育
sz002214	 大立科技
sz002134	 天津普林
sz300813	 泰林生物
sz300585	 奥联电子
sz300477	 合纵科技
sz002818	 富森美
sz002083	 孚日股份
sz300690	 双一科技
sz300589	 江龙船艇
sz300052	 中青宝
sz002013	 中航机电
sz000785	 居然之家
sz300583	 赛托生物
sz300325	 德威新材
sz300320	 海达股份
sz002848	 高斯贝尔
sz000963	 华东医药
sz300657	 弘信电子
sz002557	 洽洽食品
sz002152	 广电运通
sz300820	 英杰电气
sz300071	 华谊嘉信
sz002002	 鸿达兴业
sz300686	 智动力
sz300575	 中旗股份
sz300526	 中潜股份
sz002251	 步 步 高
sz002117	 东港股份
sz000625	 长安汽车
sz000551	 创元科技
sz000881	 中广核技
sz300503	 昊志机电
sz300462	 华铭智能
sz300202	 聚龙股份
sz002487	 大金重工
sz002187	 广百股份
sz300481	 濮阳惠成
sz002849	 威星智能
sz002388	 新亚制程
sz002377	 国创高新
sz002055	 得润电子
sz000989	 九 芝 堂
sz000725	 京东方Ａ
sz002790	 瑞尔特
sz002760	 凤形股份
sz000338	 潍柴动力
sz300705	 九典制药
sz300607	 拓斯达
sz300596	 利安隆
sz300163	 先锋新材
sz300044	 赛为智能
sz002616	 长青集团
sz002571	 德力股份
sz002515	 金字火腿
sz000997	 新 大 陆
sz000932	 华菱钢铁
sz000627	 天茂集团
sz300625	 三雄极光
sz002968	 新大正
sz002709	 天赐材料
sz000917	 电广传媒
sz300412	 迦南科技
sz300059	 东方财富
sz002957	 科瑞技术
sz000565	 渝三峡Ａ
sz300177	 中海达
sz002139	 拓邦股份
sz300810	 中科海讯
sz300581	 晨曦航空
sz300459	 金科文化
sz300408	 三环集团
sz300275	 梅安森
sz300247	 融捷健康
sz300208	 青岛中程
sz300192	 科斯伍德
sz300012	 华测检测
sz002732	 燕塘乳业
sz000723	 美锦能源
sz000691	 亚太实业
sz300730	 科创信息
sz300435	 中泰股份
sz002792	 通宇通讯
sz002706	 良信电器
sz002337	 赛象科技
sz000931	 中 关 村
sz300746	 汉嘉设计
sz300654	 世纪天鸿
sz300466	 赛摩智能
sz300366	 创意信息
sz002799	 环球印务
sz002624	 完美世界
sz002617	 露笑科技
sz002527	 新时达
sz002293	 罗莱生活
sz002112	 三变科技
sz300670	 大烨智能
sz300164	 通源石油
sz300123	 亚光科技
sz002750	 龙津药业
sz002360	 同德化工
sz002065	 东华软件
sz300756	 中山金马
sz300391	 康跃科技
sz300352	 北信源
sz002647	 仁东控股
sz000935	 四川双马
sz300660	 江苏雷利
sz002335	 科华恒盛
sz000001	 平安银行
sz300553	 集智股份
sz300502	 新易盛
sz300310	 宜通世纪
sz002583	 海能达
sz000637	 茂化实华
sz300597	 吉大通信
sz300063	 天龙集团
sz002327	 富安娜
sz002226	 江南化工
sz000912	 泸天化
sz002931	 锋龙股份
sz002193	 如意集团
sz000690	 宝新能源
sz000005	 世纪星源
sz300780	 德恩精工
sz300586	 美联新材
sz300365	 恒华科技
sz002882	 金龙羽
sz002555	 三七互娱
sz002252	 上海莱士
sz002017	 东信和平
sz000157	 中联重科
sz300778	 新城市
sz002979	 雷赛智能
sz002506	 协鑫集成
sz002383	 合众思壮
sz002318	 久立特材
sz002281	 光迅科技
sz002261	 拓维信息
sz300645	 正元智慧
sz300150	 世纪瑞尔
sz002896	 中大力德
sz002656	 ST摩登
sz002410	 广联达
sz002393	 力生制药
sz002178	 延华智能
sz300752	 隆利科技
sz300480	 光力科技
sz002806	 华锋股份
sz002474	 榕基软件
sz300790	 宇瞳光学
sz300788	 中信出版
sz002855	 捷荣技术
sz002637	 赞宇科技
sz300490	 华自科技
sz002761	 多喜爱
sz002061	 浙江交科
sz000922	 佳电股份
sz000655	 金岭矿业
sz300378	 鼎捷软件
sz300341	 麦克奥迪
sz002636	 金安国纪
sz002038	 双鹭药业
sz300786	 国林科技
sz300405	 科隆股份
sz002929	 润建股份
sz002852	 道道全
sz002623	 亚玛顿
sz002132	 恒星科技
sz000554	 泰山石油
sz300783	 三只松鼠
sz002973	 侨银环保
sz002864	 盘龙药业
sz002483	 润邦股份
sz002221	 东华能源
sz002151	 北斗星通
sz000619	 海螺型材
sz300488	 恒锋工具
sz300571	 平治信息
sz002073	 软控股份
sz000911	 *ST 南糖
sz300616	 尚品宅配
sz300432	 富临精工
sz300326	 凯利泰
sz002463	 沪电股份
sz300510	 金冠股份
sz300467	 迅游科技
sz002782	 可立克
sz002727	 一心堂
sz000877	 天山股份
sz300777	 中简科技
sz300750	 宁德时代
sz300733	 西菱动力
sz002815	 崇达技术
sz002682	 龙洲股份
sz002403	 爱仕达
sz002314	 南山控股
sz300565	 科信技术
sz300147	 香雪制药
sz300017	 网宿科技
sz002695	 煌上煌
sz002546	 新联电子
sz002091	 江苏国泰
sz300528	 幸福蓝海
sz002916	 深南电路
sz002518	 科士达
sz002472	 双环传动
sz002202	 金风科技
sz002063	 远光软件
sz000703	 恒逸石化
sz300713	 英可瑞
sz300475	 聚隆科技
sz300463	 迈克生物
sz002724	 海洋王
sz002417	 深南股份
sz002316	 亚联发展
sz300251	 光线传媒
sz300049	 福瑞股份
sz002879	 长缆科技
sz002517	 恺英网络
sz002466	 天齐锂业
sz000632	 三木集团
sz000507	 珠海港
sz300235	 方直科技
sz300047	 天源迪科
sz002562	 兄弟科技
sz002077	 *ST大港
sz300673	 佩蒂股份
sz300635	 中达安
sz300358	 楚天科技
sz300246	 宝莱特
sz002512	 达华智能
sz002211	 宏达新材
sz002186	 全 聚 德
sz300702	 天宇股份
sz300468	 四方精创
sz002631	 德尔未来
sz002462	 嘉事堂
sz000913	 钱江摩托
sz000766	 通化金马
sz000502	 绿景控股
sz300762	 上海瀚讯
sz002544	 杰赛科技
sz300523	 辰安科技
sz300287	 飞利信
sz300277	 海联讯
sz002630	 华西能源
sz002619	 艾格拉斯
sz000055	 方大集团
sz300797	 钢研纳克
sz300229	 拓尔思
sz300069	 金利华电
sz002881	 美格智能
sz002085	 万丰奥威
sz300611	 美力科技
sz300020	 银江股份
sz002909	 集泰股份
sz002800	 天顺股份
sz000530	 冰山冷热
sz300504	 天邑股份
sz300437	 清水源
sz300388	 国祯环保
sz300339	 润和软件
sz300215	 电科院
sz000767	 漳泽电力
sz300335	 迪森股份
sz300091	 金通灵
sz002520	 日发精机
sz002206	 海 利 得
sz002128	 露天煤业
sz000776	 广发证券
sz000045	 深纺织Ａ
sz000025	 特  力Ａ
sz002843	 泰嘉股份
sz002835	 同为股份
sz002404	 嘉欣丝绸
sz002298	 中电兴发
sz002105	 信隆健康
sz000888	 峨眉山Ａ
sz300551	 古鳌科技
sz300302	 同有科技
sz002659	 凯文教育
sz002096	 南岭民爆
sz002039	 黔源电力
sz000811	 冰轮环境
sz000417	 合肥百货
sz300448	 浩云科技
sz002955	 鸿合科技
sz300652	 雷迪克
sz300231	 银信科技
sz002148	 北纬科技
sz000822	 山东海化
sz000700	 模塑科技
sz000563	 陕国投Ａ
sz002863	 今飞凯达
sz002163	 中航三鑫
sz000059	 华锦股份
sz000004	 国农科技
sz300471	 厚普股份
sz002966	 苏州银行
sz002816	 和科达
sz002412	 汉森制药
sz002396	 星网锐捷
sz002369	 卓翼科技
sz000524	 岭南控股
sz300439	 美康生物
sz300424	 航新科技
sz300191	 潜能恒信
sz002888	 惠威科技
sz002878	 元隆雅图
sz002877	 智能自控
sz002402	 和而泰
sz002009	 天奇股份
sz002900	 哈三联
sz002730	 电光科技
sz300357	 我武生物
sz002778	 高科石化
sz000830	 鲁西化工
sz000665	 湖北广电
sz000425	 徐工机械
sz300050	 世纪鼎利
sz002873	 新天药业
sz002708	 光洋股份
sz002048	 宁波华翔
sz000666	 经纬纺机
sz000593	 大通燃气
sz002926	 华西证券
sz002489	 浙江永强
sz002392	 北京利尔
sz002344	 海宁皮城
sz000898	 鞍钢股份
sz000715	 中兴商业
sz000155	 川能动力
sz300805	 电声股份
sz300799	 左江科技
sz300414	 中光防雷
sz300203	 聚光科技
sz300119	 瑞普生物
sz002172	 澳洋健康
sz000608	 阳光股份
sz300289	 利德曼
sz300129	 泰胜风能
sz300062	 中能电气
sz300027	 华谊兄弟
sz002678	 珠江钢琴
sz002268	 卫 士 通
sz002245	 澳洋顺昌
sz002231	 奥维通信
sz002020	 京新药业
sz000728	 国元证券
sz000090	 天健集团
sz300539	 横河模具
sz300175	 朗源股份
sz300110	 华仁药业
sz002752	 昇兴股份
sz000516	 国际医学
sz300803	 指南针
sz002707	 众信旅游
sz002285	 世联行
sz002258	 利尔化学
sz300560	 中富通
sz300329	 海伦钢琴
sz300120	 经纬辉开
sz002817	 黄山胶囊
sz002380	 科远智慧
sz002116	 中国海诚
sz300779	 惠城环保
sz300689	 澄天伟业
sz002602	 世纪华通
sz000667	 美好置业
sz002078	 太阳纸业
sz000958	 东方能源
sz002958	 青农商行
sz002563	 森马服饰
sz002255	 *ST海陆
sz000798	 中水渔业
sz300559	 佳发教育
sz300532	 今天国际
sz300074	 华平股份
sz002898	 赛隆药业
sz000959	 首钢股份
sz000801	 四川九洲
sz000605	 渤海股份
sz000158	 常山北明
sz300815	 玉禾田
sz002437	 誉衡药业
sz002395	 双象股份
sz002109	 兴化股份
sz000993	 闽东电力
sz000905	 厦门港务
sz000650	 仁和药业
sz300723	 一品红
sz300546	 雄帝科技
sz300239	 东宝生物
sz002303	 美盈森
sz002050	 三花智控
sz000937	 冀中能源
sz300025	 华星创业
sz002325	 洪涛股份
sz000595	 *ST宝实
sz000570	 苏常柴Ａ
sz000410	 *ST沈机
sz300549	 优德精密
sz300174	 元力股份
sz002743	 富煌钢构
sz002201	 九鼎新材
sz000008	 神州高铁
sz300253	 卫宁健康
sz002667	 鞍重股份
sz002232	 启明信息
sz002071	 长城影视
sz000698	 沈阳化工
sz300621	 维业股份
sz300018	 中元股份
sz002841	 视源股份
sz000783	 长江证券
sz300765	 新诺威
sz300608	 思特奇
sz300291	 华录百纳
sz300006	 莱美药业
sz002740	 爱迪尔
sz002677	 浙江美大
sz002481	 双塔食品
sz002254	 泰和新材
sz002216	 三全食品
sz000996	 中国中期
sz000852	 石化机械
sz000686	 东北证券
sz300312	 邦讯技术
sz002126	 银轮股份
sz000782	 美达股份
sz300322	 硕贝德
sz300130	 新国都
sz300043	 星辉娱乐
sz002566	 益盛药业
sz002026	 山东威达
sz002775	 文科园林
sz002728	 特一药业
sz002350	 北京科锐
sz002054	 德美化工
sz000591	 太阳能
sz300566	 激智科技
sz300204	 舒泰神
sz300190	 维尔利
sz002591	 恒大高新
sz002278	 神开股份
sz002137	 麦达数字
sz001965	 招商公路
sz300417	 南华仪器
sz300240	 飞力达
sz002737	 葵花药业
sz002593	 日上集团
sz002500	 山西证券
sz002386	 天原集团
sz002355	 兴民智通
sz002296	 辉煌科技
sz000815	 美利云
sz000404	 长虹华意
sz300255	 常山药业
sz002642	 *ST荣联
sz000633	 合金投资
sz300068	 南都电源
sz300033	 同花顺
sz002739	 万达电影
sz002674	 兴业科技
sz002620	 瑞和股份
sz002547	 春兴精工
sz002530	 金财互联
sz002440	 闰土股份
sz002357	 富临运业
sz002324	 普利特
sz002243	 通产丽星
sz002088	 鲁阳节能
sz002051	 中工国际
sz000153	 丰原药业
sz000063	 中兴通讯
sz300282	 三盛教育
sz300248	 新开普
sz000680	 山推股份
sz000411	 英特集团
sz300665	 飞鹿股份
sz300423	 鲁亿通
sz300304	 云意电气
sz300198	 纳川股份
sz002033	 丽江股份
sz000999	 华润三九
sz000900	 现代投资
sz000685	 中山公用
sz002936	 郑州银行
sz002654	 万润科技
sz002441	 众业达
sz002420	 *ST毅昌
sz002408	 齐翔腾达
sz300500	 启迪设计
sz300469	 信息发展
sz300377	 赢时胜
sz300343	 联创股份
sz002907	 华森制药
sz300595	 欧普康视
sz300324	 旋极信息
sz300295	 三六五网
sz300271	 华宇软件
sz300258	 精锻科技
sz300234	 开尔新材
sz002945	 华林证券
sz002939	 长城证券
sz002722	 金轮股份
sz002701	 奥瑞金
sz002001	 新 和 成
sz300283	 温州宏丰
sz002514	 宝馨科技
sz000928	 中钢国际
sz000638	 万方发展
sz000607	 华媒控股
sz002329	 皇氏集团
sz002040	 南 京 港
sz000918	 嘉凯城
sz000503	 国新健康
sz000419	 通程控股
sz000409	 ST地矿
sz000058	 深 赛 格
sz000014	 沙河股份
sz300811	 铂科新材
sz002269	 美邦服饰
sz000869	 张  裕Ａ
sz300109	 新开源
sz002774	 快意电梯
sz002670	 国盛金控
sz002626	 金达威
sz000780	 *ST平能
sz300651	 金陵体育
sz300332	 天壕环境
sz300137	 先河环保
sz002953	 日丰股份
sz002777	 久远银海
sz002550	 千红制药
sz002140	 东华科技
sz002014	 永新股份
sz000166	 申万宏源
sz000070	 特发信息
sz300663	 科蓝软件
sz300425	 中建环能
sz300396	 迪瑞医疗
sz300252	 金信诺
sz300111	 向日葵
sz002115	 三维通信
sz000978	 桂林旅游
sz000661	 长春高新
sz000552	 靖远煤电
sz300610	 晨化股份
sz002825	 纳尔股份
sz002494	 华斯股份
sz000990	 诚志股份
sz000430	 张家界
sz000030	 富奥股份
sz000009	 中国宝安
sz300542	 新晨科技
sz300540	 深冷股份
sz300193	 佳士科技
sz300076	 GQY视讯
sz002797	 第一创业
sz002668	 奥马电器
sz002526	 山东矿机
sz002130	 沃尔核材
sz000790	 华神科技
sz000592	 平潭发展
sz300233	 金城医药
sz300172	 中电环保
sz002948	 青岛银行
sz002805	 丰元股份
sz002749	 国光股份
sz002400	 省广集团
sz002274	 华昌化工
sz002196	 方正电机
sz000617	 中油资本
sz000559	 万向钱潮
sz300083	 劲胜智能
sz002837	 英维克
sz002554	 惠博普
sz002523	 天桥起重
sz002368	 太极股份
sz002328	 新朋股份
sz002029	 七 匹 狼
sz000950	 重药控股
sz000756	 新华制药
sz000531	 穗恒运Ａ
sz000401	 冀东水泥
sz300347	 泰格医药
sz002687	 乔治白
sz000737	 ST南风
sz000692	 惠天热电
sz000623	 吉林敖东
sz300353	 东土科技
sz300038	 数知科技
sz002491	 通鼎互联
sz002336	 *ST人乐
sz002248	 华东数控
sz002207	 ST准油
sz000926	 福星股份
sz300371	 汇中股份
sz300146	 汤臣倍健
sz002665	 首航高科
sz002358	 森源电气
sz300085	 银之杰
sz002235	 安妮股份
sz002090	 金智科技
sz002022	 科华生物
sz000738	 航发控制
sz300427	 红相股份
sz300360	 炬华科技
sz003816	 中国广核
sz300535	 达威股份
sz002614	 奥佳华
sz002379	 宏创控股
sz002195	 二三四五
sz300420	 五洋停车
sz300149	 量子生物
sz002738	 中矿资源
sz002581	 未名医药
sz002480	 新筑股份
sz002133	 广宇集团
sz002060	 粤 水 电
sz000860	 顺鑫农业
sz000712	 锦龙股份
sz000540	 中天金融
sz000026	 飞亚达
sz000020	 深华发Ａ
sz300210	 森远股份
sz300128	 锦富技术
sz002627	 宜昌交运
sz002292	 奥飞娱乐
sz002194	 武汉凡谷
sz300449	 汉邦高科
sz300254	 仟源医药
sz300145	 中金环境
sz300082	 奥克股份
sz002859	 洁美科技
sz002672	 东江环保
sz000878	 云南铜业
sz300664	 鹏鹞环保
sz300570	 太辰光
sz300557	 理工光科
sz300507	 苏奥传感
sz300266	 兴源环境
sz002467	 二六三
sz000778	 新兴铸管
sz000719	 中原传媒
sz300243	 瑞丰高材
sz002868	 绿康生化
sz002578	 闽发铝业
sz002346	 柘中股份
sz002032	 苏 泊 尔
sz000949	 新乡化纤
sz000825	 太钢不锈
sz000539	 粤电力Ａ
sz000099	 中信海直
sz300218	 安利股份
sz002755	 奥赛康
sz002736	 国信证券
sz002639	 雪人股份
sz002249	 大洋电机
sz002087	 新野纺织
sz000850	 华茂股份
sz000755	 山西路桥
sz002435	 长江健康
sz300609	 汇纳科技
sz300369	 绿盟科技
sz002493	 荣盛石化
sz002265	 西仪股份
sz000863	 三湘印象
sz000757	 浩物股份
sz000717	 韶钢松山
sz000589	 贵州轮胎
sz000543	 皖能电力
sz300547	 川环科技
sz300262	 巴安水务
sz002949	 华阳国际
sz001914	 招商积余
sz000807	 云铝股份
sz000797	 中国武夷
sz000610	 西安旅游
sz300344	 太空智造
sz300307	 慈星股份
sz300048	 合康新能
sz002807	 江阴银行
sz000899	 赣能股份
sz002890	 弘宇股份
sz002364	 中恒电气
sz002177	 御银股份
sz300516	 久之洋
sz002454	 松芝股份
sz002828	 贝肯能源
sz002312	 三泰控股
sz002092	 中泰化学
sz000035	 中国天楹
sz300212	 易华录
sz002699	 美盛文化
sz000034	 神州数码
sz300506	 名家汇
sz002872	 *ST天圣
sz002521	 齐峰新材
sz002098	 浔兴股份
sz002004	 华邦健康
sz300315	 掌趣科技
sz300154	 瑞凌股份
sz002960	 青鸟消防
sz002839	 张家港行
sz002762	 金发拉比
sz000523	 广州浪奇
sz002831	 裕同科技
sz002573	 清新环境
sz002010	 传化智联
sz300529	 健帆生物
sz300249	 依米康
sz300213	 佳讯飞鸿
sz002821	 凯莱英
sz002406	 远东传动
sz002095	 生 意 宝
sz300800	 力合科技
sz002242	 九阳股份
sz002120	 韵达股份
sz000858	 五 粮 液
sz000705	 浙江震元
sz300393	 中来股份
sz300134	 大富科技
sz002776	 柏堡龙
sz000828	 东莞控股
sz002552	 宝鼎科技
sz002161	 远 望 谷
sz000968	 蓝焰控股
sz000887	 中鼎股份
sz300077	 国民技术
sz002788	 鹭燕医药
sz001979	 招商蛇口
sz002801	 微光股份
sz002313	 日海智能
sz002144	 宏达高科
sz000796	 凯撒旅业
sz300438	 鹏辉能源
sz002646	 青青稞酒
sz000895	 双汇发展
sz000885	 城发环境
sz300472	 新元科技
sz300422	 博世科
sz300286	 安科瑞
sz300142	 沃森生物
sz002733	 雄韬股份
sz002320	 海峡股份
sz002275	 桂林三金
sz002222	 福晶科技
sz300711	 广哈通信
sz300227	 光韵达
sz300757	 罗博特科
sz000651	 格力电器
sz300617	 安靠智电
sz300550	 和仁科技
sz300492	 华图山鼎
sz002977	 天箭科技
sz300738	 奥飞数据
sz300839	 博汇股份
sz300838	 浙江力诺
sz300837	 浙矿股份
sz300836	 佰奥智能
sz300835	 龙磁科技
sz300833	 浩洋股份
sz300521	 爱司凯
sz300440	 运达科技
sz300426	 唐德影视
sz300376	 易事特
sz300372	 欣泰退
sz300367	 东方网力
sz300364	 中文在线
sz300362	 天翔环境
sz300355	 蒙草生态
sz300345	 红宇新材
sz300340	 科恒股份
sz300309	 吉艾科技
sz300273	 和佳医疗
sz300272	 开能健康
sz300242	 佳云科技
sz300230	 永利股份
sz300228	 富瑞特装
sz300216	 千山药机
sz300199	 翰宇药业
sz300189	 神农科技
sz300186	 大华农
sz300152	 科融环境
sz300117	 嘉寓股份
sz300106	 西部牧业
sz300104	 乐视网
sz300095	 华伍股份
sz300086	 康芝药业
sz300084	 海默科技
sz300064	 豫金刚石
sz300057	 万顺新材
sz300039	 上海凯宝
sz300028	 金亚科技
sz002990	 盛视科技
sz002989	 中天精装
sz002986	 宇新股份
sz002930	 宏川智慧
sz002846	 英联股份
sz002711	 *ST欧浦
sz002700	 ST浩源
sz002680	 长生退
sz002671	 龙泉股份
sz002658	 雪迪龙
sz002649	 博彦科技
sz002645	 华宏科技
sz002634	 棒杰股份
sz002611	 东方精工
sz002608	 江苏国信
sz002604	 *ST龙力
sz002564	 天沃科技
sz002549	 凯美特气
sz002545	 东方铁塔
sz002540	 亚太科技
sz002532	 新界泵业
sz002522	 浙江众成
sz002510	 天汽模
sz002509	 天广中茂
sz002490	 山东墨龙
sz002479	 富春环保
sz002477	 雏鹰退
sz002476	 宝莫股份
sz002457	 青龙管业
sz002455	 百川股份
sz002451	 摩恩电气
sz002450	 *ST康得
sz002425	 凯撒文化
sz002411	 延安必康
sz002378	 章源钨业
sz002374	 丽鹏股份
sz002366	 台海核电
sz002342	 巨力索具
sz002333	 *ST罗普
sz002332	 仙琚制药
sz002309	 中利集团
sz002299	 圣农发展
sz002267	 陕天然气
sz002260	 *ST德奥
sz002240	 威华股份
sz002224	 三 力 士
sz002209	 达 意 隆
sz002191	 劲嘉股份
sz002171	 楚江新材
sz002143	 印纪退
sz002110	 三钢闽光
sz002108	 沧州明珠
sz002102	 ST冠福
sz002101	 广东鸿图
sz002082	 万邦德
sz002070	 众和退
sz002067	 景兴纸业
sz002045	 国光电器
sz002037	 保利联合
sz002018	 华信退
sz002011	 盾安环境
sz002003	 伟星股份
sz000995	 *ST皇台
sz000979	 中弘退
sz000966	 长源电力
sz000961	 中南建设
sz000956	 中原油气
sz000939	 *ST凯迪
sz000929	 兰州黄河
sz000919	 金陵药业
sz000916	 华北高速
sz000883	 湖北能源
sz000866	 扬子石化
sz000836	 富通鑫茂
sz000832	 *ST龙涤
sz000827	 *ST长兴
sz000817	 辽河油田
sz000816	 ST慧业
sz000805	 *ST炎黄
sz000793	 华闻集团
sz000792	 *ST盐湖
sz000791	 甘肃电投
sz000787	 *ST创智
sz000769	 *ST大菲
sz000765	 *ST华信
sz000763	 锦州石化
sz000750	 国海证券
sz000748	 长城信息
sz000730	 *ST环保
sz000726	 鲁  泰Ａ
sz000709	 河钢股份
sz000699	 S*ST佳纸
sz000693	 华泽退
sz000689	 ST宏业
sz000683	 远兴能源
sz000675	 ST银山
sz000670	 *ST盈方
sz000660	 *ST南华
sz000658	 ST海洋
sz000653	 ST九州
sz000621	 *ST比特
sz000618	 吉林化工
sz000611	 *ST天首
sz000602	 金马集团
sz000601	 韶能股份
sz000594	 国恒退
sz000588	 PT粤金曼
sz000583	 S*ST托普
sz000578	 盐湖集团
sz000573	 粤宏远Ａ
sz000569	 长城股份
sz000562	 宏源证券
sz000556	 PT南洋
sz000550	 江铃汽车
sz000549	 S湘火炬
sz000548	 湖南投资
sz000542	 TCL通讯
sz000535	 *ST猴王
sz000533	 顺钠股份
sz000532	 华金资本
sz000527	 美的电器
sz000522	 白云山A
sz000517	 荣安地产
sz000515	 攀渝钛业
sz000511	 烯碳退
sz000508	 琼民源A
sz000421	 南京公用
sz000418	 小天鹅A
sz000412	 ST五环
sz000406	 石油大明
sz000405	 ST鑫光
sz000159	 国际实业
sz000065	 北方国际
sz000056	 皇庭国际
sz000047	 ST中侨
sz000046	 泛海控股
sz000040	 东旭蓝天
sz000039	 中集集团
sz000037	 深南电A
sz000033	 新都退
sz000032	 深桑达Ａ
sz000031	 大悦城
sz000029	 深深房Ａ
sz000027	 深圳能源
sz000024	 招商地产
sz000018	 神城A退
sz000015	 PT中浩A
sz000013	 *ST石化A
sz000003	 PT金田A
sz300602	 飞荣达
sz300806	 斯迪克
sz300127	 银河磁体
sz002923	 润都股份
sz000739	 普洛药业
sz000400	 许继电气
sz300220	 金运激光
sz002947	 恒铭达
sz002465	 海格通信
sz002460	 赣锋锂业
sz002690	 美亚光电
sz000803	 *ST金宇
sz000526	 紫光学大
sz300737	 科顺股份
sz002159	 三特索道
sz300141	 和顺电气
sz002961	 瑞达期货
sz002913	 奥士康
sz002203	 海亮股份
sz002182	 云海金属
sz000567	 海德股份
sz300284	 苏交科
sz002424	 贵州百灵
sz002391	 长青股份
sz002246	 北化股份
sz000547	 航天发展
sz300584	 海辰药业
sz002561	 徐家汇
sz002146	 荣盛发展
sz002123	 梦网集团
sz000880	 潍柴重机
sz000023	 深天地Ａ
sz300434	 金石亚药
sz300430	 诚益通
sz002446	 盛路通信
sz002208	 合肥城建
sz002111	 威海广泰
sz300548	 博创科技
sz002464	 众应互联
sz002215	 诺 普 信
sz002097	 山河智能
sz000402	 金 融 街
sz002598	 山东章鼓
sz000729	 燕京啤酒
sz300669	 沪宁股份
sz300421	 力星股份
sz000538	 云南白药
sz300173	 智慧松德
sz002553	 南方轴承
sz002167	 东方锆业
sz002035	 华帝股份
sz002025	 航天电器
sz300482	 万孚生物
sz002836	 新宏泽
sz000682	 东方电子
sz300639	 凯普生物
sz300065	 海兰信
sz000976	 华铁股份
sz000970	 中科三环
sz000042	 中洲控股
sz000006	 深振业Ａ
sz300441	 鲍斯股份
sz300078	 思创医惠
sz002389	 航天彩虹
sz002315	 焦点科技
sz000833	 粤桂股份
sz300321	 同大股份
sz002791	 坚朗五金
sz002528	 英飞拓
sz002334	 英威腾
sz002094	 青岛金王
sz000606	 顺利办
sz000088	 盐 田 港
sz002244	 滨江集团
sz000518	 四环生物
sz000036	 华联控股
sz300224	 正海磁材
sz002927	 泰永长征
sz000078	 海王生物
sz300776	 帝尔激光
sz000933	 神火股份
sz300297	 蓝盾股份
sz300114	 中航电测
sz002829	 星网宇达
sz000868	 *ST安凯
sz000096	 广聚能源
sz300392	 腾信股份
sz300067	 安诺其
sz002901	 大博医疗
sz002513	 *ST蓝丰
sz300640	 德艺文创
sz300487	 蓝晓科技
sz002838	 道恩股份
sz002746	 仙坛股份
sz002499	 *ST科林
sz000528	 柳    工
sz002569	 *ST步森
sz002482	 广田集团
sz002295	 精艺股份
sz000761	 本钢板材
sz002692	 ST远程
sz000560	 我爱我家
sz000537	 广宇发展
sz000407	 胜利股份
sz000002	 万  科Ａ
sz002153	 石基信息
sz300715	 凯伦股份
sz002419	 天虹股份
sz002587	 奥拓电子
sz002694	 顾地科技
sz002262	 恩华药业
sz300402	 宝色股份
sz002795	 永和智控
sz002533	 金杯电工
sz002461	 珠江啤酒
sz002381	 双箭股份
sz002367	 康力电梯
sz002041	 登海种业
sz000838	 财信发展
sz300194	 福安药业
sz300066	 三川智慧
sz300789	 唐源电气
